Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO_AQI,NO2_AQI,NOx_AQI,C6H6_AQI,Overall_AQI
16/03/2005,01.00.00,1.1,1038,218.8118162,4,709,183,768,123,1087,1069,11.4,58,0.7818,12,105,92,94,105
16/03/2005,02.00.00,0.9,1004,218.8118162,2.9,646,166,823,111,1054,989,11.3,58,0.7742,10,103,83,79,103
16/03/2005,03.00.00,0.7,969,218.8118162,2,584,133,904,93,1021,899,10.7,59.6,0.7673,8,93,67,66,93
16/03/2005,04.00.00,0.6,938,218.8118162,1.7,559,147,942,97,1026,850,9,65.4,0.7532,7,97,74,62,97
16/03/2005,05.00.00,0.6,927,218.8118162,1.6,549,119,967,86,1008,828,8,68.9,0.7402,7,85,60,60,85
16/03/2005,06.00.00,0.8,977,218.8118162,3.3,673,179,830,99,1060,902,7.5,70.9,0.7358,9,99,90,84,99
16/03/2005,07.00.00,1,1011,218.8118162,3.6,685,178,823,99,1054,902,7.6,69.2,0.7238,11,99,89,89,99
16/03/2005,08.00.00,2.1,1228,218.8118162,10.2,984,390,588,129,1293,1222,8.7,64.3,0.7257,24,106,120,,120
16/03/2005,09.00.00,4.2,1521,218.8118162,25.2,1434,579,404,161,1809,1784,11.7,54.3,0.7459,48,112,138,,138
16/03/2005,10.00.00,4.3,1425,218.8118162,16,1178,735,468,202,1477,1761,15.9,42.2,0.7553,49,120,,,120
16/03/2005,11.00.00,3.2,1339,218.8118162,13.3,1094,568,509,200,1376,1634,19.3,34.7,0.7681,36,120,137,,137
16/03/2005,12.00.00,2.8,1310,218.8118162,11.9,1046,487,552,194,1351,1527,23.1,27.3,0.7615,32,119,129,,129
16/03/2005,13.00.00,2.4,1250,218.8118162,10.9,1012,343,585,173,1249,1192,26.1,20.8,0.6959,27,115,115,,115
16/03/2005,14.00.00,2.5,1181,218.8118162,11,1015,351,617,169,1192,1023,26.8,17.9,0.6249,28,114,116,,116
16/03/2005,15.00.00,2.9,1272,218.8118162,17.3,1220,417,533,188,1353,1251,28.4,16,0.6095,33,117,122,,122
16/03/2005,16.00.00,3,1231,218.8118162,12.4,1064,509,618,211,1188,1082,28.8,15.1,0.5877,34,122,131,,131
16/03/2005,17.00.00,3.6,1286,218.8118162,17.4,1223,573,529,210,1350,1348,27.9,15.6,0.5782,41,122,138,,138
16/03/2005,18.00.00,3.5,1315,218.8118162,17.5,1225,518,509,193,1408,1365,24.1,20.6,0.6075,40,118,132,,132
16/03/2005,19.00.00,4.8,1494,218.8118162,26.2,1460,641,420,227,1682,1827,21,28,0.6904,54,125,144,,144
16/03/2005,20.00.00,4.4,1494,218.8118162,23.1,1381,544,422,223,1677,1879,18.4,38.8,0.8152,50,124,135,,135
16/03/2005,21.00.00,4.9,1545,218.8118162,23.5,1390,582,423,229,1676,1915,16.9,42.9,0.8222,55,125,138,,138
16/03/2005,22.00.00,2.9,1354,218.8118162,13.3,1094,407,517,194,1357,1705,15.5,45,0.7895,33,119,121,,121
16/03/2005,23.00.00,2.1,1301,218.8118162,10.5,998,327,553,171,1283,1610,14.3,49.6,0.8049,24,114,113,,114
17/03/2005,00.00.00,1.6,1144,218.8118162,6.3,826,221,661,147,1158,1300,14.7,48,0.7977,18,110,103,119,119
17/03/2005,01.00.00,1.2,1080,218.8118162,4.4,732,142,748,111,1087,1093,13.3,51.4,0.7821,14,103,71,100,103
17/03/2005,02.00.00,0.9,1013,218.8118162,3.3,671,123,817,104,1056,986,12.6,53.7,0.7793,10,102,62,84,102
17/03/2005,03.00.00,0.7,966,218.8118162,2,587,106,921,90,1017,846,11.5,56.8,0.7706,8,89,53,66,89
17/03/2005,04.00.00,2.152749544,959,218.8118162,1.9,578,100,909,81,1016,822,10.1,61.9,0.7631,24,80,50,64,80
17/03/2005,05.00.00,0.5,919,218.8118162,1.4,532,85,997,69,983,714,9.8,61.8,0.7523,6,67,42,57,67
17/03/2005,06.00.00,0.6,953,218.8118162,2.3,604,114,903,84,1020,838,9,64.3,0.7417,7,83,57,70,83
17/03/2005,07.00.00,1.3,1117,218.8118162,5.9,808,299,669,123,1178,1109,7.9,68.4,0.7324,15,105,111,115,115
17/03/2005,08.00.00,3.8,1485,218.8118162,18.9,1265,723,441,166,1647,1676,9.5,62.6,0.7444,43,113,,,113
17/03/2005,09.00.00,5.6,1583,218.8118162,26.1,1457,745,376,189,1808,1976,13.2,51,0.7704,62,118,,,118
17/03/2005,10.00.00,4.4,1448,218.8118162,16.2,1187,668,471,217,1490,1814,16.9,40.3,0.7717,50,123,147,,147
17/03/2005,11.00.00,3,1294,218.8118162,10.8,1006,571,567,196,1296,1538,20.8,31.3,0.7617,34,119,137,,137
17/03/2005,12.00.00,2.2,1269,218.8118162,11.1,1016,388,579,189,1273,1383,24.3,24.7,0.7407,25,118,119,,119
17/03/2005,13.00.00,2,1247,218.8118162,10.2,985,323,581,174,1255,1184,26.7,22.6,0.7785,23,115,113,,115
17/03/2005,14.00.00,2.2,1239,218.8118162,11.9,1045,312,559,161,1312,1094,27.1,21.7,0.7636,25,112,112,,112
17/03/2005,15.00.00,2.1,1199,218.8118162,11.8,1041,320,574,158,1271,986,28.3,17.9,0.6769,24,112,113,,113
17/03/2005,16.00.00,2.2,1216,218.8118162,10.9,1013,322,576,161,1277,967,27.8,20,0.7378,25,112,113,,113
17/03/2005,17.00.00,1.9,1131,218.8118162,8.6,925,276,638,147,1158,831,26.2,19.4,0.6491,22,110,108,142,142
17/03/2005,18.00.00,2.7,1300,218.8118162,15,1149,341,530,165,1353,1182,22.7,24.4,0.6661,31,113,115,,115
17/03/2005,19.00.00,3.9,1358,218.8118162,21.3,1331,531,459,214,1518,1523,20.2,29.3,0.686,44,122,133,,133
17/03/2005,20.00.00,5.6,1492,218.8118162,24.8,1425,653,417,228,1690,1780,17.3,35.2,0.6907,62,125,145,,145
17/03/2005,21.00.00,4.9,1413,218.8118162,18.4,1251,646,478,240,1504,1682,16.1,38.7,0.7023,55,127,145,,145
17/03/2005,22.00.00,2.2,1210,218.8118162,9.1,943,333,611,188,1224,1390,14.6,44.5,0.7337,25,117,114,147,147
17/03/2005,23.00.00,1.9,1196,218.8118162,8.1,902,299,620,173,1185,1390,13.7,48.6,0.7555,22,115,111,137,137
18/03/2005,00.00.00,1.4,1101,218.8118162,5.9,809,224,690,150,1123,1201,12.4,52.2,0.7513,16,110,103,115,115
18/03/2005,01.00.00,1.3,1076,218.8118162,5.1,770,195,721,134,1093,1107,11.9,53.4,0.7414,15,107,98,107,107
18/03/2005,02.00.00,1.1,1040,218.8118162,4.5,736,209,740,132,1099,1050,10.4,58.4,0.7367,12,107,102,101,107
18/03/2005,03.00.00,0.9,989,218.8118162,3.2,667,168,824,117,1048,943,8.9,63.5,0.7268,10,104,84,83,104
18/03/2005,04.00.00,0.9,966,218.8118162,2.8,639,153,843,103,1033,903,8.2,65.9,0.7168,10,101,77,77,101
18/03/2005,05.00.00,0.7,912,218.8118162,2,587,140,922,99,1002,826,7.7,67.1,0.7074,8,99,70,66,99
18/03/2005,06.00.00,0.8,960,218.8118162,3.3,668,184,841,106,1038,878,7.2,68.6,0.6978,9,102,92,84,102
18/03/2005,07.00.00,1.2,1028,218.8118162,5.4,784,266,709,113,1110,996,7.5,66.7,0.6943,14,103,107,110,110
18/03/2005,08.00.00,2.9,1375,218.8118162,14.5,1134,518,504,141,1467,1470,8.7,61.6,0.696,33,109,132,,132
18/03/2005,09.00.00,5.4,1522,218.8118162,26.5,1466,681,380,180,1822,1883,12,51,0.7131,60,116,148,,148
18/03/2005,10.00.00,4.3,1400,218.8118162,17.6,1227,558,465,192,1542,1661,15.4,42.5,0.7379,49,118,136,,136
18/03/2005,11.00.00,3.1,1323,218.8118162,14.9,1144,457,502,187,1405,1568,18.8,33.5,0.7186,35,117,126,,126
18/03/2005,12.00.00,2.4,1250,218.8118162,10.3,990,353,579,169,1262,1291,22.2,28.1,0.7426,27,114,116,,116
18/03/2005,13.00.00,2.3,1283,218.8118162,12,1048,313,550,161,1336,1226,24.7,25.5,0.7785,26,112,112,,112
18/03/2005,14.00.00,2.3,1171,218.8118162,10.4,993,290,597,160,1208,841,25,23.4,0.7301,26,112,110,,112
18/03/2005,15.00.00,2.3,1264,218.8118162,12.9,1081,318,555,177,1323,951,25.9,21.9,0.7209,26,115,112,,115
18/03/2005,16.00.00,3.4,1301,218.8118162,15.1,1152,479,525,219,1343,1151,25.6,21.7,0.7039,39,123,128,,128
18/03/2005,17.00.00,3.7,1321,218.8118162,15.8,1175,494,525,212,1366,1279,25.1,21.8,0.6854,42,122,130,,130
18/03/2005,18.00.00,4.1,1343,218.8118162,20.1,1298,551,477,225,1495,1416,22.1,25.6,0.6728,47,124,135,,135
18/03/2005,19.00.00,5.6,1493,218.8118162,25.6,1444,701,417,240,1702,1738,19.1,32.5,0.7112,62,127,,,127
18/03/2005,20.00.00,5.3,1545,218.8118162,24,1403,571,407,223,1743,1821,16.7,42.5,0.8002,59,124,137,,137
18/03/2005,21.00.00,4.9,1477,218.8118162,18.3,1247,643,456,241,1562,1733,15.5,48.3,0.8439,55,127,144,,144
18/03/2005,22.00.00,2,1202,218.8118162,7.2,864,282,620,159,1255,1115,13.3,60.5,0.9168,23,112,109,128,128
18/03/2005,23.00.00,1.9,1236,218.8118162,6.8,849,251,631,150,1274,1131,12.1,67.6,0.9539,22,110,106,124,124
19/03/2005,00.00.00,2.2,1206,218.8118162,6.8,849,307,640,163,1245,1127,11.8,68.3,0.9432,25,113,111,124,124
19/03/2005,01.00.00,1.9,1192,218.8118162,6.4,832,282,646,155,1253,1167,11.6,68.3,0.9314,22,111,109,120,120
19/03/2005,02.00.00,1.1,1044,218.8118162,2.7,630,160,845,119,1099,809,11.8,67.9,0.9362,12,104,80,76,104
19/03/2005,03.00.00,1,1053,218.8118162,2.9,648,125,808,94,1109,709,12.3,65.8,0.9374,11,94,63,79,94
19/03/2005,04.00.00,0.9,1023,218.8118162,2.2,600,106,872,80,1089,575,12.2,66.9,0.9496,10,79,53,69,79
19/03/2005,05.00.00,0.9,1005,218.8118162,2.5,620,111,846,83,1098,572,12.1,67.3,0.948,10,82,56,73,82
19/03/2005,06.00.00,0.7,959,218.8118162,1.9,578,115,907,79,1079,546,11.8,67.1,0.9274,8,78,58,64,78
19/03/2005,07.00.00,1,1049,218.8118162,3.6,686,156,793,96,1159,795,11.9,65.6,0.9129,11,96,78,89,96
19/03/2005,08.00.00,2,1255,218.8118162,10.1,983,320,555,141,1439,1268,12.2,65.6,0.93,23,109,113,,113
19/03/2005,09.00.00,2.7,1285,218.8118162,10.9,1009,380,517,153,1452,1366,12.8,64.4,0.9448,31,111,119,,119
19/03/2005,10.00.00,2.5,1254,218.8118162,9.9,973,371,543,156,1403,1328,13.4,62,0.9498,28,111,118,,118
19/03/2005,11.00.00,2.4,1253,218.8118162,9.7,966,343,560,162,1378,1251,14.5,57,0.9333,27,113,115,,115
19/03/2005,12.00.00,2.2,1242,218.8118162,8.9,935,297,584,164,1327,1127,15.8,51.3,0.9144,25,113,110,145,145
19/03/2005,13.00.00,2.1,1212,218.8118162,8.5,918,281,593,160,1308,1066,17.5,46,0.9104,24,112,109,141,141
19/03/2005,14.00.00,1.8,1165,218.8118162,6.6,839,220,652,140,1214,867,19.5,40.2,0.901,20,108,103,122,122
19/03/2005,15.00.00,1.4,1136,218.8118162,5.4,781,174,712,119,1169,691,21.2,35.9,0.8943,16,104,87,110,110
19/03/2005,16.00.00,2.1,1233,218.8118162,8.7,926,260,617,153,1293,917,21.7,35.1,0.8993,24,111,107,143,143
19/03/2005,17.00.00,1.7,1177,218.8118162,5.8,800,222,696,139,1191,748,20.5,38.4,0.9161,19,108,103,114,114
19/03/2005,18.00.00,1.9,1223,218.8118162,7.6,883,266,614,156,1289,968,18.2,45.9,0.9488,22,111,107,132,132
19/03/2005,19.00.00,2.7,1360,218.8118162,12.4,1063,387,507,183,1483,1420,16.2,53,0.9722,31,117,119,,119
19/03/2005,20.00.00,3.2,1435,218.8118162,14.7,1140,425,477,185,1550,1530,15,57.6,0.9777,36,117,123,,123
19/03/2005,21.00.00,3.3,1305,218.8118162,10.5,995,484,552,200,1402,1341,14.1,60.8,0.9716,38,120,129,,129
19/03/2005,22.00.00,2.3,1199,218.8118162,7.3,869,325,618,163,1306,1160,13.2,65.6,0.9882,26,113,113,129,129
19/03/2005,23.00.00,1.9,1217,218.8118162,8.5,921,257,589,154,1336,1261,13.5,63.8,0.9797,22,111,106,141,141
20/03/2005,00.00.00,1.9,1200,218.8118162,6.8,847,273,636,151,1297,1132,13.6,63.4,0.9794,22,110,108,124,124
20/03/2005,01.00.00,1.9,1150,218.8118162,5.9,807,276,669,149,1243,1042,13.6,63.5,0.9857,22,110,108,115,115
20/03/2005,02.00.00,1.5,1086,218.8118162,4.3,726,202,736,131,1192,848,13.4,64.8,0.988,17,107,101,99,107
20/03/2005,03.00.00,1.1,1027,218.8118162,3.5,684,132,788,94,1149,666,13.2,64.8,0.9801,12,94,66,87,94
20/03/2005,04.00.00,2.152749544,993,218.8118162,2.8,640,85,848,66,1110,548,13,65.3,0.9704,24,64,42,77,77
20/03/2005,05.00.00,0.8,985,218.8118162,2.4,610,87,851,69,1101,604,12.6,65.9,0.9583,9,67,44,72,72
20/03/2005,06.00.00,0.6,934,218.8118162,1.6,552,70,966,57,1063,520,13.1,64,0.9591,7,54,35,60,60
20/03/2005,07.00.00,0.7,977,218.8118162,2.7,631,113,859,78,1120,659,12.4,66.2,0.95,8,77,57,76,77
20/03/2005,08.00.00,0.7,970,218.8118162,2.5,618,112,888,84,1095,611,13.3,62.4,0.946,8,83,56,73,83
20/03/2005,09.00.00,1,1041,218.8118162,3.9,706,140,778,97,1178,756,14,59.7,0.9491,11,97,70,93,97
20/03/2005,10.00.00,1.5,1144,218.8118162,6.2,821,214,651,123,1262,988,15.4,54,0.9385,17,105,102,118,118
20/03/2005,11.00.00,2.4,1209,218.8118162,8.8,933,334,581,166,1329,1058,17,47.5,0.9146,27,113,114,144,144
20/03/2005,12.00.00,1.6,1083,218.8118162,4.3,727,203,763,130,1135,636,18.6,42.6,0.904,18,106,101,99,106
20/03/2005,13.00.00,1.2,1063,218.8118162,3.4,678,163,796,109,1107,522,21.5,35,0.8886,14,103,82,86,103
20/03/2005,14.00.00,0.9,988,218.8118162,2.2,600,110,912,82,1033,415,21.3,35.6,0.8924,10,81,55,69,81
20/03/2005,15.00.00,0.9,1060,218.8118162,3.6,686,107,830,73,1110,445,23.1,32.1,0.8973,10,71,54,89,89
20/03/2005,16.00.00,1.1,1087,218.8118162,4.1,717,135,786,91,1112,515,22.1,34.5,0.9035,12,90,68,96,96
20/03/2005,17.00.00,1.4,1153,218.8118162,5.7,798,187,715,109,1184,678,21.5,35.7,0.905,16,103,94,113,113
20/03/2005,18.00.00,1.7,1167,218.8118162,6.6,838,240,660,128,1227,825,19.3,41.6,0.923,19,106,105,122,122
20/03/2005,19.00.00,2.9,1370,218.8118162,12.7,1072,398,535,155,1428,1233,17.3,47.8,0.9363,33,111,120,,120
20/03/2005,20.00.00,4,1403,218.8118162,14.8,1142,585,492,176,1518,1419,16,54.9,0.9934,45,115,139,,139
20/03/2005,21.00.00,4,1364,218.8118162,12.3,1061,590,534,179,1436,1397,15.6,58,1.0197,45,116,139,,139
20/03/2005,22.00.00,1.9,1111,218.8118162,6.3,825,295,679,124,1238,975,14.8,61.3,1.025,22,105,110,119,119
20/03/2005,23.00.00,1.5,1091,218.8118162,5.3,777,209,711,105,1217,891,13.8,63.4,0.9916,17,102,102,109,109
21/03/2005,00.00.00,1.5,1107,218.8118162,5.3,777,183,697,99,1221,945,13.1,66.1,0.9913,17,99,92,109,109
21/03/2005,01.00.00,1.6,1095,218.8118162,4.7,746,177,716,104,1217,916,13.3,66.4,1.0128,18,102,89,103,103
21/03/2005,02.00.00,1.1,1027,218.8118162,3.3,673,126,794,95,1160,770,13.3,67,1.0207,12,95,63,84,95
21/03/2005,03.00.00,0.8,996,218.8118162,2.7,631,100,845,81,1153,697,13.1,68.6,1.0288,9,80,50,76,80
21/03/2005,04.00.00,0.7,955,218.8118162,2,582,83,902,68,1118,611,12.2,72.4,1.0224,8,66,42,66,66
21/03/2005,05.00.00,0.6,947,218.8118162,1.6,553,84,944,69,1110,693,11.6,73.8,1.0054,7,67,42,60,67
21/03/2005,06.00.00,0.7,1003,218.8118162,3,650,113,831,73,1158,750,12.9,67.5,0.999,8,71,57,80,80
21/03/2005,07.00.00,1.3,1120,218.8118162,6.1,815,270,660,113,1291,1053,12.8,68,1.0023,15,103,108,117,117
21/03/2005,08.00.00,3.2,1476,218.8118162,17.3,1219,487,459,141,1673,1561,13.5,63.9,0.9875,36,109,129,,129
21/03/2005,09.00.00,6.1,1653,218.8118162,31,1573,723,345,174,2147,1920,14.7,59.8,0.9928,67,115,,,115
21/03/2005,10.00.00,4.3,1403,218.8118162,15.4,1161,614,487,178,1576,1583,15.9,56.6,1.0147,49,116,142,,142
21/03/2005,11.00.00,2.6,1241,218.8118162,10.9,1011,395,545,163,1428,1274,18.3,49.4,1.0264,30,113,120,,120
21/03/2005,12.00.00,2,1176,218.8118162,8.4,914,310,621,143,1347,1083,19.8,44.2,1.0091,23,109,112,140,140
21/03/2005,13.00.00,1.8,1160,218.8118162,7.1,862,259,636,127,1320,924,21.6,39.6,1.009,20,106,107,127,127
21/03/2005,14.00.00,2.1,1224,218.8118162,10,977,251,571,131,1424,1002,23.3,35.8,1.0086,24,107,106,,107
21/03/2005,15.00.00,2.1,1175,218.8118162,8.2,906,261,616,135,1332,905,23.8,33.4,0.9699,24,107,107,138,138
21/03/2005,16.00.00,2,1235,218.8118162,9.2,947,241,594,131,1362,923,22.8,35.3,0.9693,23,107,105,148,148
21/03/2005,17.00.00,2.6,1288,218.8118162,12.4,1064,317,539,153,1446,1123,22.8,34.9,0.9576,30,111,112,,112
21/03/2005,18.00.00,4.5,1512,218.8118162,23.3,1386,505,425,198,1831,1602,20.9,39.3,0.9615,51,119,131,,131
21/03/2005,19.00.00,6.4,1609,218.8118162,29.7,1544,669,367,232,1999,1878,18.6,46.4,0.9867,70,126,147,,147
21/03/2005,20.00.00,6,1537,218.8118162,25.7,1446,638,392,224,1855,1840,17.2,52.7,1.0285,66,124,144,,144
21/03/2005,21.00.00,3.8,1315,218.8118162,14.3,1126,433,498,183,1537,1474,15.3,61,1.054,43,117,124,,124
21/03/2005,22.00.00,2.1,1155,218.8118162,8.2,909,252,604,144,1331,1244,14.2,65.4,1.0497,24,109,106,138,138
21/03/2005,23.00.00,1.2,1033,218.8118162,4.9,759,154,735,117,1185,937,13.8,65.2,1.0275,14,104,77,105,105
22/03/2005,00.00.00,1.3,1078,218.8118162,5.9,808,152,696,106,1221,891,13.3,65.6,0.9969,15,102,76,115,115
22/03/2005,01.00.00,1.5,1069,218.8118162,5.7,799,181,682,121,1211,1044,12.6,67.9,0.9886,17,105,91,113,113
22/03/2005,02.00.00,0.9,952,218.8118162,2.9,648,109,847,87,1107,792,12.8,64.5,0.9493,10,86,55,79,86
22/03/2005,03.00.00,0.7,910,218.8118162,1.8,570,73,964,62,1060,670,12.8,63.6,0.936,8,60,36,63,63
22/03/2005,04.00.00,0.5,878,218.8118162,1.2,517,83,1069,70,1046,689,12,65.2,0.9103,6,68,42,55,68
22/03/2005,05.00.00,0.6,899,218.8118162,1.6,556,90,1001,66,1064,717,10.6,70.8,0.9033,7,64,45,60,64
22/03/2005,06.00.00,0.7,939,218.8118162,2.5,620,151,905,88,1095,813,10.9,69.2,0.9033,8,87,76,73,87
22/03/2005,07.00.00,0.9,1001,218.8118162,3.8,701,191,816,93,1130,891,10.3,70.9,0.8907,10,93,96,91,96
22/03/2005,08.00.00,2.2,1303,218.8118162,13.5,1102,403,536,116,1488,1323,11.8,66.3,0.9174,25,104,121,,121
22/03/2005,09.00.00,4.7,1557,218.8118162,27.8,1499,555,381,151,1945,1817,14.1,58.9,0.9447,53,110,136,,136
22/03/2005,10.00.00,4.5,1402,218.8118162,18.8,1263,551,446,169,1640,1723,16.5,51.6,0.9601,51,114,135,,135
22/03/2005,11.00.00,3.1,1380,218.8118162,15.7,1170,473,477,166,1566,1656,20.2,42.1,0.984,35,113,128,,128
22/03/2005,12.00.00,2.8,1350,218.8118162,15.6,1168,388,475,160,1564,1539,21.7,39,0.9979,32,112,119,,119
22/03/2005,13.00.00,2.4,1283,218.8118162,12.3,1061,296,525,145,1434,1294,23.5,35,0.9977,27,109,110,,110
22/03/2005,14.00.00,2.5,1293,218.8118162,12.4,1064,283,522,131,1446,1229,23.5,34.2,0.9748,28,107,109,,109
22/03/2005,15.00.00,2,1197,218.8118162,9.1,943,256,599,130,1294,951,25.5,28.3,0.9124,23,106,106,147,147
22/03/2005,16.00.00,1.7,1142,218.8118162,8.6,924,234,629,122,1236,819,25.5,24.7,0.7928,19,105,104,142,142
22/03/2005,17.00.00,1.7,1147,218.8118162,8.4,914,215,633,113,1233,801,22.9,29.2,0.8055,19,103,102,140,140
22/03/2005,18.00.00,3.3,1448,218.8118162,20.9,1322,454,447,156,1655,1492,21.3,32.9,0.8209,38,111,126,,126
22/03/2005,19.00.00,4.5,1487,218.8118162,21.9,1350,605,418,198,1698,1692,20.1,42.4,0.988,51,119,141,,141
22/03/2005,20.00.00,5.8,1476,218.8118162,20.4,1308,529,428,175,1674,1654,18.6,46.6,0.9858,64,115,133,,133
22/03/2005,21.00.00,4.3,1282,218.8118162,11,1013,354,545,141,1384,1287,17.4,50.6,0.9989,49,109,116,,116
22/03/2005,22.00.00,3,1147,218.8118162,6.8,848,195,636,101,1289,938,16.4,57.2,1.0574,34,101,98,124,124
22/03/2005,23.00.00,2.8,1130,218.8118162,6.3,828,161,645,102,1283,973,16.3,59.4,1.0895,32,101,81,119,119
23/03/2005,00.00.00,2.7,1154,218.8118162,6.2,822,187,656,119,1285,1087,16,60.2,1.0844,31,104,94,118,118
23/03/2005,01.00.00,2.4,1049,218.8118162,3.5,683,156,782,110,1190,796,15.6,61.6,1.0859,27,103,78,87,103
23/03/2005,02.00.00,2.2,1056,218.8118162,3.3,672,116,769,87,1184,830,15.4,62,1.0793,25,86,58,84,86
23/03/2005,03.00.00,2,1011,218.8118162,2.5,622,83,827,66,1158,703,15.2,63.5,1.0881,23,64,42,73,73
23/03/2005,04.00.00,2.152749544,993,218.8118162,2.3,604,85,848,65,1160,762,14.5,66.4,1.0919,24,63,42,70,70
23/03/2005,05.00.00,0.5,976,218.8118162,1.8,568,78,891,63,1143,705,15,64.8,1.1007,6,61,39,63,63
23/03/2005,06.00.00,0.7,1050,218.8118162,3.6,690,127,761,71,1223,867,14.2,68.3,1.0988,8,69,64,89,89
23/03/2005,07.00.00,1.2,1143,218.8118162,6.1,818,279,646,103,1316,1122,14,68.6,1.0918,14,101,109,117,117
23/03/2005,08.00.00,3.9,1606,218.8118162,22.3,1360,649,396,144,1895,1771,15.4,63.4,1.1045,44,109,145,,145
23/03/2005,09.00.00,4.9,1592,218.8118162,27,1478,593,360,158,1975,1874,17.8,53.3,1.0736,55,112,139,,139
23/03/2005,10.00.00,4.6,1510,218.8118162,19.5,1282,584,419,169,1726,1812,19.4,47.5,1.061,52,114,139,,139
23/03/2005,11.00.00,3.4,1421,218.8118162,15.8,1172,563,474,184,1513,1726,21.4,38.7,0.9724,39,117,137,,137
23/03/2005,12.00.00,2,1169,218.8118162,10.3,987,337,596,143,1285,1184,22.9,29.3,0.8077,23,109,114,,114
23/03/2005,13.00.00,1.9,1187,218.8118162,11,1014,272,578,133,1315,1131,24.2,26.5,0.7869,22,107,108,,108
23/03/2005,14.00.00,2.4,1171,218.8118162,11.9,1045,322,570,141,1291,1149,24.5,23.1,0.6968,27,109,113,,113
23/03/2005,15.00.00,2.4,1175,218.8118162,11.7,1040,362,582,153,1268,1185,23.1,22.8,0.6346,27,111,117,,117
23/03/2005,16.00.00,2.2,1216,218.8118162,12,1050,361,564,149,1311,1244,23.3,23.8,0.6738,25,110,117,,117
23/03/2005,17.00.00,2.5,1239,218.8118162,12.3,1062,431,558,159,1299,1380,23.2,23.3,0.6562,28,112,124,,124
23/03/2005,18.00.00,3.9,1463,218.8118162,23.2,1383,545,440,181,1636,1727,22.7,25.5,0.6944,44,116,135,,135
23/03/2005,19.00.00,6.2,1616,218.8118162,32.6,1610,796,374,227,1909,2021,21,29.2,0.7192,68,125,,,125
23/03/2005,20.00.00,7.2,1663,218.8118162,32,1597,874,366,230,1906,2159,19.5,35.6,0.7978,78,125,,,125
23/03/2005,21.00.00,3.9,1445,218.8118162,18.8,1263,551,464,194,1500,1844,18.8,37.3,0.8031,44,119,135,,135
23/03/2005,22.00.00,2.4,1293,218.8118162,12.1,1052,393,536,172,1332,1593,17.7,39.7,0.799,27,114,120,,120
23/03/2005,23.00.00,2.3,1354,218.8118162,13,1084,369,502,158,1380,1651,16.7,45.2,0.8506,26,112,117,,117
24/03/2005,00.00.00,1.9,1251,218.8118162,9.9,973,314,559,144,1277,1482,15.9,47,0.8434,22,109,112,,112
24/03/2005,01.00.00,1.7,1222,218.8118162,8.1,902,294,590,133,1256,1384,15.1,50.2,0.8543,19,107,110,137,137
24/03/2005,02.00.00,0.9,1044,218.8118162,3.8,702,165,746,109,1099,1101,15.3,49.2,0.8493,10,103,83,91,103
24/03/2005,03.00.00,0.7,1006,218.8118162,3.1,659,143,791,94,1082,999,13.1,56.1,0.8416,8,94,72,82,94
24/03/2005,04.00.00,0.5,953,218.8118162,2,583,93,889,73,1043,895,13.3,54.4,0.8287,6,71,46,66,71
24/03/2005,05.00.00,0.4,959,218.8118162,2.2,598,111,878,76,1045,904,12.4,58.3,0.8364,5,74,56,69,74
24/03/2005,06.00.00,0.4,949,218.8118162,2.3,607,105,884,74,1043,851,12.9,56,0.8292,5,72,53,70,72
24/03/2005,07.00.00,0.7,1073,218.8118162,4.9,760,173,727,73,1128,1052,11.9,59.6,0.8294,8,71,87,105,105
24/03/2005,08.00.00,3.1,1499,218.8118162,19.8,1291,541,444,107,1653,1609,13.4,55.1,0.8444,35,102,134,,134
24/03/2005,09.00.00,3.4,1404,218.8118162,15,1149,581,469,115,1523,1614,16.1,46.4,0.8436,39,104,138,,138
24/03/2005,10.00.00,3.5,1465,218.8118162,18.1,1241,591,434,132,1572,1774,17.9,42.2,0.8557,40,107,139,,139
24/03/2005,11.00.00,3.2,1474,218.8118162,15.3,1158,653,469,155,1476,1802,18.2,43.2,0.8926,36,111,145,,145
24/03/2005,12.00.00,3.2,1611,218.8118162,17.8,1233,690,413,140,1687,1741,16,67.9,1.2217,36,108,149,,149
24/03/2005,13.00.00,3.3,1590,218.8118162,17.3,1219,602,410,147,1677,1830,17.6,59.7,1.188,38,110,140,,140
24/03/2005,14.00.00,3,1422,218.8118162,14.1,1120,489,476,161,1525,1696,20.9,43.4,1.0618,34,112,129,,129
24/03/2005,15.00.00,2,1273,218.8118162,10.3,988,288,563,123,1387,1257,24.1,33.3,0.9881,23,105,110,,110
24/03/2005,16.00.00,2.3,1296,218.8118162,11,1014,323,543,142,1401,1305,22.9,35.2,0.9694,26,109,113,,113
24/03/2005,17.00.00,2.2,1247,218.8118162,10.3,989,301,557,143,1383,1183,22.2,36.2,0.956,25,109,111,,111
24/03/2005,18.00.00,2.7,1359,218.8118162,14.6,1135,335,505,153,1500,1347,21.3,37.8,0.9462,31,111,114,,114
24/03/2005,19.00.00,5.9,1726,218.8118162,30.8,1570,659,359,200,2021,1947,20.1,43.2,1.0051,65,120,146,,146
